,listing_name,price,depreciation,reg_date,eng_cap,mileage,veh_type
16953,Aston Martin DB11 V12 5.2A,"$670,000","$107,880 /yr",05-Jan-2017,"5,204 cc","8,400 km",Sports
16954,Toyota Camry Hybrid 2.5A Ascent Sport,"$155,800","$16,490 /yr",28-May-2021,"2,487 cc","9,000 km",Luxury
16955,Toyota Corolla Axio 1.5A X (COE till 06/2023),"$9,000","$11,730 /yr",12-Jun-2008,"1,496 cc","149,000 km",Sedan
16956,Mercedes-Benz GLB-Class GLB200 AMG Line 7-Seater,"$194,000","$20,500 /yr",24-Feb-2021,"1,332 cc","18,434 km",SUV
16957,Mazda CX-5 2.0A Premium,"$111,800","$15,670 /yr",31-Oct-2018,"1,998 cc","18,000 km",SUV
16958,BMW X6 xDrive35i (New 10-yr COE),"$171,800","$17,170 /yr",21-Nov-2012,"2,979 cc","110,000 km",SUV
16959,Mercedes-Benz CLA-Class CLA180 AMG Line,"$178,700","$18,270 /yr",01-Feb-2021,"1,332 cc","14,020 km",Luxury
16960,Lexus RX270,"$61,800","$23,320 /yr",16-Jan-2014,"2,672 cc","220,300 km",SUV
16961,Lamborghini Gallardo LP550-2 (COE till 09/2030),"$322,800","$39,970 /yr",08-Jan-2011,"5,204 cc","44,000 km",Sports
16962,Mercedes-Benz CLA-Class CLA180 Progressive,"$194,800","$19,590 /yr",24-Aug-2021,"1,332 cc","11,690 km",Luxury
16963,Volkswagen Touran 1.4A TSI Trendline,"$92,288","$14,400 /yr",27-Mar-2018,"1,395 cc","54,000 km",MPV
16964,BMW 1 Series 116i,"$36,000","$21,650 /yr",23-Oct-2013,"1,598 cc","160,000 km",Hatchback
16965,Kia Optima 2.0A (COE till 01/2026),"$43,000","$12,610 /yr",19-Apr-2011,"1,998 cc",-,Luxury
16966,Bentley Bentayga 4.0A,"$728,800","$74,910 /yr",06-Apr-2020,"3,996 cc","30,000 km",SUV
16967,Honda Civic Type R 2.0M (COE till 09/2027),"$105,800","$20,850 /yr",05-Oct-2007,"1,998 cc",-,Sports
16968,Jaguar XF 2.0A Prestige,"$193,800","$19,280 /yr",24-Jun-2021,"1,997 cc","10,100 km",Luxury
16969,Lotus Evora (COE till 09/2031),"$278,000","$30,630 /yr",14-Jun-2012,"3,456 cc","85,000 km",Sports
16970,Toyota Land Cruiser 4.6A AX G-Edition,"$270,800","$26,250 /yr",12-Mar-2021,"4,608 cc","23,500 km",SUV
16971,BMW 5 Series 520i Mild Hybrid Luxury,"$233,800","$23,590 /yr",10-Feb-2021,"1,998 cc","18,000 km",Luxury
16972,Nissan NV200 1.6A,"$63,800","$7,380 /yr",26-Apr-2021,"1,598 cc","24,500 km",Van
16973,Porsche 911 Carrera S Coupe 3.8A PDK,"$428,000","$119,650 /yr",14-Apr-2015,"3,800 cc","48,778 km",Sports
16974,Suzuki Every (COE till 09/2023),"$13,800","$13,800 /yr",05-Sep-2008,658 cc,"211,800 km",Van
16975,Volvo XC60 T5 2.0A R-Design,"$66,800","$18,870 /yr",10-Nov-2014,"1,999 cc",-,SUV
16976,Porsche 911 Carrera S Coupe 3.8A PDK (New 10-yr COE),"$448,000","$44,760 /yr",18-Oct-2012,"3,800 cc","41,000 km",Sports
16977,Lamborghini Urus,"$883,888","$90,490 /yr",23-Oct-2020,"3,996 cc","11,000 km",SUV
16978,Mercedes Benz C-Class C180 Coupe (New 10-yr COE),"$121,800","$12,170 /yr",28-Mar-2013,"1,595 cc",-,Sports
16979,Porsche 911 Carrera S Coupe 3.0A PDK,"$634,588","$53,110 /yr",25-Feb-2022,"2,981 cc",88 km,Sports
16980,Honda Crossroad 1.8A (COE till 05/2028),"$75,800","$13,270 /yr",21-May-2008,"1,799 cc",-,SUV
16981,BMW 3 Series 335i Coupe Sunroof (COE till 08/2030),"$114,800","$14,360 /yr",30-Sep-2010,"2,979 cc",-,Sports
16982,Porsche 911 Carrera GTS Cabriolet 3.8A PDK (COE till 04/2031),"$339,900","$39,260 /yr",17-Jun-2011,"3,800 cc","161,000 km",Sports
16983,BMW 3 Series 316i,"$42,800","$25,150 /yr",11-Nov-2013,"1,598 cc",-,Luxury
16984,Volkswagen Scirocco 1.4A TSI (COE till 11/2026),"$54,800","$12,970 /yr",25-Nov-2011,"1,390 cc","130,000 km",Sports
16985,MINI One 1.2A 5DR,"$88,000","$15,530 /yr",15-Nov-2017,"1,198 cc","72,299 km",Hatchback
16986,Mercedes-Benz R-Class R350L (COE till 09/2031),"$110,000","$12,120 /yr",10-Oct-2011,"3,498 cc","142,350 km",MPV
16987,Chevrolet Orlando 1.4A Turbo LS (OPC),"$55,800","$11,660 /yr",10-Oct-2016,"1,362 cc","56,500 km",MPV
16988,Honda Fit 1.3A G (COE till 08/2026),"$36,800","$9,220 /yr",24-Oct-2011,"1,339 cc","118,000 km",Hatchback
16989,BMW 8 Series 840i Gran Coupe M-Sport Sunroof,"$318,888",N.A,N.A.,"2,998 cc","3,000 km",Luxury
16990,Mercedes-Benz GLA-Class GLA200 Sport,"$219,988","$24,120 /yr",25-Jan-2021,"1,332 cc",11 km,SUV
16991,Honda Civic CRX (COE till 04/2029),"$66,800","$10,030 /yr",04-Jan-1993,"1,595 cc",-,Sports
16992,Toyota Crown Athlete 2.5A (COE till 08/2028),"$82,888","$13,990 /yr",06-Aug-2008,"2,499 cc","133,888 km",Luxury
16993,Lexus GS250 (New 10-yr COE),"$149,800","$14,970 /yr",27-Feb-2013,"2,500 cc","70,000 km",Luxury
16994,Volvo XC60 B6 R-Design,"$279,000","$25,840 /yr",01-Jun-2022,"1,969 cc","1,000 km",Sedan
16995,Jaguar XE 2.0A SE,"$192,800","$19,290 /yr",30-Sep-2021,"1,997 cc","13,800 km",Luxury
16996,Lamborghini Gallardo LP570-4 Superleggera (COE till 12/2029),"$390,000","$53,210 /yr",18-Aug-2010,"5,204 cc","45,000 km",Sports
16997,Honda Fit 1.3A G (COE till 08/2024),"$20,588","$10,740 /yr",05-Aug-2009,"1,339 cc","160,000 km",Hatchback
16998,Kia Niro Hybrid 1.6A SX Sunroof,"$127,800","$14,180 /yr",07-Jan-2021,"1,580 cc","28,435 km",SUV
16999,BMW 2 Series 216i Gran Tourer,"$148,800","$16,090 /yr",30-Sep-2020,"1,499 cc","44,000 km",MPV
17000,Mercedes-Benz E-Class E300e Plug-in Hybrid AMG Line Premium,"$298,988","$26,830 /yr",07-Jul-2022,"1,991 cc",88 km,Luxury
17001,Maserati Levante 3.0A,"$389,888","$36,850 /yr",30-Dec-2021,"2,979 cc","10,000 km",SUV
17002,Mercedes-Benz G-Class G63 AMG 4MATIC,"$690,000","$81,680 /yr",07-Jun-2019,"3,982 cc","6,750 km",SUV
17003,Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC Sunroof,"$205,000","$27,160 /yr",22-Jan-2019,"1,991 cc","43,500 km",SUV
17004,Toyota FJ Cruiser,"$103,898","$50,820 /yr",16-Apr-2014,"3,955 cc","75,670 km",SUV
17005,Porsche 911 Carrera S Coupe 3.0A PDK,"$645,888","$61,520 /yr",06-May-2021,"2,981 cc","11,102 km",Sports
17006,Mitsubishi Attrage 1.2A,"$45,800","$11,620 /yr",27-May-2016,"1,193 cc",-,Sedan
17007,Mercedes-Benz C-Class C180 CGI (COE till 08/2030),"$83,800","$10,480 /yr",08-Sep-2010,"1,796 cc","157,779 km",Luxury
17008,Toyota Rav4 2.0A Premium,"$109,800","$16,160 /yr",28-Mar-2018,"1,987 cc","83,830 km",SUV
17009,BMW M Series M3 Sedan,"$163,888","$44,250 /yr",01-Apr-2015,"2,979 cc","98,141 km",Sports
17010,BMW 3 Series 316i,"$39,000","$19,410 /yr",31-Dec-2013,"1,598 cc","143,000 km",Luxury
17011,Nissan Urvan NV350 2.0A,"$70,800","$7,330 /yr",29-Apr-2022,"1,998 cc",-,Van
17012,Audi Q5 2.0A TFSI Quattro (COE till 04/2029),"$92,800","$13,940 /yr",28-May-2009,"1,984 cc","132,000 km",SUV
17013,Nissan Qashqai 1.2A DIG-T,"$52,500","$13,480 /yr",26-Jan-2016,"1,197 cc","128,295 km",SUV
17014,Audi A8L 3.0A TFSI Quattro,"$396,999","$42,360 /yr",02-Oct-2020,"2,995 cc","27,000 km",Luxury
17015,BMW 3 Series 325i Convertible (COE till 08/2028),"$68,800","$11,410 /yr",04-Sep-2009,"2,996 cc",-,Sports
17016,Mercedes-Benz GLE-Class GLE53 Coupe AMG 4MATIC Premium Plus,"$458,888","$41,120 /yr",20-Oct-2021,"2,999 cc","5,000 km",SUV
17017,Toyota Vios 1.5A E,"$93,800","$11,020 /yr",21-Jul-2020,"1,496 cc","35,133 km",Sedan
17018,Audi A5 Sportback 2.0A TFSI (COE till 10/2029),"$83,800","$11,700 /yr",09-Sep-2010,"1,984 cc","132,300 km",Luxury
17019,Mercedes-Benz C-Class C180 Avantgarde,"$103,500","$18,310 /yr",06-Apr-2017,"1,595 cc","82,000 km",Luxury
17020,Hyundai Santa Fe 2.4A Sunroof,"$49,800","$18,960 /yr",05-Aug-2014,"2,359 cc","53,000 km",SUV
17021,Toyota Alphard Hybrid 2.5A SR C-Package Moonroof,"$305,988","$27,550 /yr",06-Jul-2022,"2,493 cc",652 km,MPV
17022,BMW X3 xDrive28i Sunroof,"$70,800","$24,140 /yr",30-Apr-2014,"1,997 cc","125,000 km",SUV
17023,Toyota ProAce Electric City,"$126,800","$12,890 /yr",04-Jul-2022,-,-,Van
17024,Nissan GTR 3.8A,"$580,800",N.A,16-Mar-2022,"3,799 cc","4,888 km",Sports
17025,Maserati GranTurismo Sport 4.7A,"$255,800","$43,560 /yr",06-Apr-2016,"4,691 cc","53,388 km",Sports
17026,Maxus e Deliver 3 Electric,"$119,800","$12,190 /yr",30-Jun-2022,-,38 km,Van
17027,Mazda CX-30 2.0A Luxury,"$125,800","$15,020 /yr",30-Jan-2020,"1,998 cc","38,000 km",SUV
17028,Hyundai Avante 1.6A GLS S,"$96,800","$11,230 /yr",17-Aug-2020,"1,591 cc","25,188 km",Sedan
17029,Hyundai Avante 1.6A Elite Sunroof,"$128,888","$13,420 /yr",27-Dec-2021,"1,598 cc","7,000 km",Sedan
17030,Audi A3 Sportback 1.4A TFSI S-tronic Ambiente,"$62,888","$15,610 /yr",27-Jan-2016,"1,395 cc","79,617 km",Hatchback
17031,Audi TT Roadster 2.0A TFSI Quattro S-tronic,"$125,800","$25,540 /yr",22-Apr-2016,"1,984 cc","64,800 km",Sports
17032,Honda Freed Hybrid 1.5A G 7-Seater,"$107,800","$14,040 /yr",26-Aug-2019,"1,496 cc","25,000 km",MPV
17033,Mercedes-Benz GLC-Class GLC200,"$191,800","$23,310 /yr",18-Oct-2019,"1,991 cc","55,900 km",SUV
17034,Honda Vezel Hybrid 1.5A X,"$84,800","$13,550 /yr",10-May-2018,"1,496 cc","64,665 km",SUV
17035,Audi A4 1.4A TFSI S-tronic,"$87,800","$17,910 /yr",28-Oct-2016,"1,395 cc",-,Luxury
17036,Honda Jazz 1.3A,"$92,888","$11,460 /yr",26-Jun-2020,"1,318 cc","31,191 km",Hatchback
17037,BMW Z4 sDrive20i (COE till 11/2031),"$118,800","$12,850 /yr",21-Feb-2012,"1,997 cc","81,000 km",Sports
17038,Toyota Corolla Altis 1.6A (COE till 07/2023),"$10,900","$12,130 /yr",30-Jul-2008,"1,598 cc","160,000 km",Sedan
17039,Opel Crossland 1.2A X Turbo,"$74,800","$9,570 /yr",21-May-2019,"1,199 cc","86,000 km",SUV
17040,Mazda 5 2.0A (COE till 07/2030),"$75,888","$9,610 /yr",26-Jul-2010,"1,999 cc",-,MPV
17041,MINI Cooper Cabriolet 1.5A,"$136,000","$19,110 /yr",29-Oct-2018,"1,499 cc","75,100 km",Sports
17042,BMW 5 Series 535i Sunroof (COE till 11/2029),"$112,000","$15,460 /yr",20-May-2010,"2,979 cc",-,Luxury
17043,Mazda 5 2.0A Sunroof,"$70,800","$13,140 /yr",28-Apr-2017,"1,998 cc","106,000 km",MPV
17044,Porsche Panamera Turbo 4.8A PDK (COE till 09/2029),"$181,800","$25,690 /yr",08-Jan-2010,"4,806 cc","138,529 km",Sports
17045,Honda Airwave 1.5A M (COE till 01/2029),"$58,888","$9,260 /yr",13-Jan-2009,"1,496 cc","123,000 km",Stationwagon
17046,BMW 3 Series 330e Plug-in Hybrid Luxury,"$240,800","$25,550 /yr",08-Dec-2020,"1,998 cc","13,000 km",Luxury
17047,BMW 5 Series 523i (COE till 05/2030),"$103,800","$13,460 /yr",21-May-2010,"2,497 cc",-,Luxury
17048,Kia Optima K5 2.4A Sunroof,"$37,000","$13,500 /yr",13-Jun-2014,"2,359 cc",-,Luxury
17049,Mercedes-Benz CLA-Class CLA180 Sunroof,"$89,000","$20,120 /yr",30-May-2016,"1,595 cc",-,Luxury
17050,Lexus ES Hybrid ES300h Executive Sunroof,"$200,000","$24,620 /yr",30-Aug-2019,"2,487 cc","65,000 km",Luxury
17051,Porsche 911 Carrera Coupe 3.0A PDK,"$566,788","$46,770 /yr",14-Feb-2022,"2,981 cc",88 km,Sports
17052,Mercedes-Benz E-Class E53 Coupe Mild Hybrid AMG 4MATIC Night Edition Premium Plus,"$463,800","$41,330 /yr",24-Jan-2022,"2,999 cc",88 km,Sports
17053,Maserati Ghibli S 3.0A,"$138,000","$45,500 /yr",08-May-2014,"2,979 cc","137,000 km",Luxury
17054,Jaguar XF 2.0A Prestige,"$76,999","$15,280 /yr",12-Aug-2015,"1,999 cc","111,565 km",Luxury
17055,Mercedes-Benz E-Class Saloon E63 S AMG 4MATIC+ Night Edition Premium Plus,"$630,000","$54,370 /yr",22-Feb-2022,"3,982 cc",500 km,Sports
17056,Toyota Alphard 2.5A S C-Package,"$304,988","$28,630 /yr",25-Feb-2022,"2,493 cc",652 km,MPV
17057,Nissan NV200 1.5M (New 10-yr COE),"$65,800","$6,570 /yr",28-Feb-2013,"1,461 cc",-,Van
17058,Mercedes-Benz A-Class Saloon A200 AMG Line Premium Plus,"$150,800","$17,930 /yr",02-Jan-2020,"1,332 cc","34,000 km",Luxury
17059,BMW 3 Series 320i M-Sport (COE till 04/2032),"$130,800","$13,540 /yr",31-May-2012,"1,997 cc","143,000 km",Luxury
17060,Audi A3 Sedan 1.4A TFSI Ambiente,"$42,888","$20,470 /yr",27-May-2014,"1,395 cc",-,Luxury
17061,Toyota Camry Hybrid 2.5A Standard,"$171,800","$17,300 /yr",28-Jan-2022,"2,487 cc",589 km,Luxury
17062,Nissan Note 1.2A,"$94,500","$10,340 /yr",29-Jul-2021,"1,198 cc",-,Hatchback
17063,Volkswagen Beetle 1200 (COE till 02/2031),"$42,500","$5,010 /yr",21-Oct-1971,"1,192 cc","40,000 km",Others
17064,Porsche 911 Turbo Coupe 3.8A PDK,"$838,000","$78,160 /yr",25-Mar-2021,"3,745 cc","10,500 km",Sports
17065,Bentley Arnage T (COE till 08/2028),"$400,000","$66,730 /yr",24-Sep-2008,"6,761 cc","12,781 km",Luxury
17066,Toyota Hiace 2.5A (COE till 11/2027),"$52,888","$10,090 /yr",04-Dec-2007,"2,494 cc","125,000 km",Bus
17067,Mazda CX-8 2.5A Luxury 7-Seater,"$185,888","$18,900 /yr",21-Jul-2021,"2,488 cc","25,000 km",SUV
17068,Porsche 911 Carrera S Coupe 3.0A PDK,"$650,000","$60,650 /yr",02-Jul-2021,"2,981 cc",68 km,Sports
17069,Mitsubishi Evolution 9 GT (COE till 03/2026),"$168,888","$47,820 /yr",17-Mar-2006,"1,997 cc",-,Sports
17070,Mercedes-Benz 200E (COE till 03/2028),"$38,888","$6,970 /yr",26-Nov-1991,"1,996 cc","408,000 km",Luxury
17071,Ford Focus HB 1.6A Trend,"$41,988","$11,570 /yr",25-Aug-2015,"1,596 cc","127,000 km",Hatchback
17072,Mazda RX7 Efini (New 10-yr COE),"$788,788","$78,810 /yr",17-Jan-1994,"1,308 cc","45,968 km",Sports
17073,Mercedes-Benz A-Class Saloon A200 AMG Line Premium,"$208,800",N.A,N.A.,"1,332 cc",50 km,Luxury
17074,Toyota Crown Hybrid 2.5A RS,"$279,800","$26,340 /yr",23-Nov-2021,"2,487 cc","4,788 km",Luxury
17075,Volvo S60 T4 Momentum,"$169,800","$18,070 /yr",24-Dec-2020,"1,969 cc","24,988 km",Luxury
17076,Mercedes-Benz C-Class C180 Avantgarde,"$162,800","$19,290 /yr",29-Nov-2019,"1,595 cc","56,000 km",Luxury
17077,Kia Optima 2.0A,"$68,800","$13,450 /yr",27-Oct-2016,"1,999 cc",-,Luxury
17078,Mercedes-Benz SL-Class SL350 (New 10-yr COE),"$159,159","$15,900 /yr",09-Dec-2003,"3,724 cc","78,669 km",Sports
17079,Mercedes-Benz C-Class C180 Avantgarde,"$122,888","$20,350 /yr",18-Aug-2017,"1,595 cc","61,000 km",Luxury
17080,Audi R8 4.2A FSI Quattro R-tronic (COE till 12/2030),"$258,888","$31,080 /yr",28-Feb-2011,"4,163 cc","37,000 km",Sports
17081,BMW X5 xDrive35i 7-Seater Sunroof,"$158,888","$25,530 /yr",13-Dec-2016,"2,979 cc","159,049 km",SUV
17082,Toyota Camry 2.5A,"$68,000","$16,280 /yr",20-Nov-2015,"2,494 cc","40,000 km",Luxury
17083,Porsche Macan 2.0A PDK Panoramic Roof,"$250,000","$38,450 /yr",30-Nov-2017,"1,984 cc","58,200 km",SUV
17084,Toyota Hiace Commuter 3.0A GL,"$41,888","$16,010 /yr",17-Apr-2015,"2,982 cc",-,Bus
17085,Mitsubishi Colt Ralliart Version-R 1.5A Turbo (COE till 08/2029),"$73,500","$10,590 /yr",12-Aug-2009,"1,468 cc",-,Sports
17086,Lexus IS Turbo IS300 Executive,"$158,388","$19,720 /yr",09-Jul-2019,"1,998 cc","45,484 km",Luxury
17087,Kia K2500 Single-Cab,"$85,800","$8,730 /yr",30-Jun-2022,"2,497 cc",28 km,Truck
17088,Hummer H3 3.7A (COE till 05/2029),"$120,800","$17,920 /yr",18-Jun-2009,"3,653 cc","95,000 km",SUV
17089,Volkswagen Scirocco 1.4A TSI (COE till 12/2030),"$80,500","$9,670 /yr",07-Jan-2011,"1,390 cc",-,Sports
17090,Toyota ProAce Electric City,"$130,800","$13,320 /yr",29-Jun-2022,-,54 km,Van
17091,Kia K2500 Single-Cab,"$85,800","$8,730 /yr",30-Jun-2022,"2,497 cc",20 km,Truck
17092,Mercedes-Benz A-Class A250 Sport,"$112,800","$22,090 /yr",05-Jan-2017,"1,991 cc","48,000 km",Hatchback
17093,BMW 2 Series 216i Active Tourer Sport,"$124,800","$16,490 /yr",26-Mar-2019,"1,499 cc","34,000 km",Hatchback
17094,Audi A4 2.0A TFSI S-tronic,"$126,888","$17,710 /yr",28-Sep-2018,"1,984 cc","33,000 km",Luxury
17095,Porsche Cayenne Coupe 3.0A Tip,"$430,800","$42,850 /yr",28-Dec-2020,"2,995 cc","36,000 km",SUV
17096,BMW X1 sDrive18i,"$87,888","$20,550 /yr",08-Apr-2016,"1,499 cc","46,600 km",SUV
17097,Mercedes-Benz C-Class C200 Mild Hybrid SE,"$173,888","$21,350 /yr",06-Sep-2019,"1,497 cc","36,089 km",Luxury
17098,Nissan Qashqai 1.2A DIG-T,"$69,888","$15,210 /yr",27-Oct-2016,"1,197 cc","123,882 km",SUV
17099,Toyota C-HR Hybrid 1.8A S,"$88,888","$14,440 /yr",27-Jun-2018,"1,797 cc","50,327 km",SUV
17100,Toyota Camry Hybrid 2.5A Ascent,"$121,888","$15,620 /yr",04-Oct-2019,"2,487 cc",-,Luxury
17101,Porsche Boxster S 3.4A PDK,"$140,800","$61,010 /yr",24-Dec-2013,"3,436 cc","53,000 km",Sports
17102,Honda Vezel 1.5A G Honda Sensing,"$141,888","$14,340 /yr",25-Mar-2022,"1,496 cc",118 km,SUV
17103,Volkswagen Golf 1.4A TSI,"$45,000","$19,890 /yr",24-Oct-2014,"1,395 cc","98,000 km",Hatchback
17104,Subaru Impreza 4D 1.5A R (COE till 05/2024),"$16,888","$9,710 /yr",16-Jun-2009,"1,498 cc","164,183 km",Sedan
17105,BMW 2 Series 218i Coupe Sunroof,"$115,888","$18,980 /yr",26-Dec-2017,"1,499 cc","47,460 km",Sports
17106,Toyota ProAce Electric City,"$115,800","$11,810 /yr",22-Jun-2022,-,10 km,Van
17107,Opel Vivaro 1.6M,"$30,800",N.A,21-Mar-2016,"1,598 cc",-,Van
17108,Mercedes-Benz GLC-Class GLC250 AMG Line 4MATIC,"$140,800","$24,800 /yr",20-Mar-2017,"1,991 cc","71,328 km",SUV
17109,Kia Cerato Forte 1.6A EX (COE till 08/2025),"$44,200","$14,770 /yr",12-Oct-2010,"1,591 cc","159,820 km",Sedan
17110,Kia Cerato 1.6A GT Line Sunroof (OPC),"$87,800","$10,860 /yr",21-Nov-2019,"1,591 cc","21,961 km",Sedan
17111,BMW 2 Series 216i Gran Tourer Luxury,"$114,822","$16,500 /yr",29-Jun-2018,"1,499 cc","67,000 km",MPV
17112,Isuzu NNR85,"$34,800","$19,940 /yr",03-Jun-2014,"2,999 cc",-,Truck
17113,Hyundai Elantra 1.6A GLS S,"$77,800","$11,760 /yr",02-Oct-2018,"1,591 cc","57,056 km",Sedan
17114,Toyota Rav4 2.0A Premium,"$158,888","$16,880 /yr",28-Jan-2021,"1,987 cc","17,862 km",SUV
17115,Maserati GranTurismo 4.2A (COE till 12/2028),"$148,800","$23,510 /yr",04-Feb-2009,"4,244 cc","82,000 km",Sports
17116,Porsche Cayman 2.7A Tip (COE till 06/2028),"$126,800","$21,780 /yr",30-Jun-2008,"2,687 cc","175,000 km",Sports
17117,BMW 2 Series 216i Gran Tourer M-Sport,"$151,800","$16,550 /yr",23-Jul-2020,"1,499 cc","50,000 km",MPV
17118,Mazda 3 HB 1.5A Deluxe,"$49,888","$13,570 /yr",18-Dec-2015,"1,496 cc","119,250 km",Hatchback
17119,BMW 5 Series 520i XL (COE till 06/2023),"$14,888","$18,420 /yr",27-Jun-2008,"1,995 cc","150,000 km",Luxury
17120,Honda Freed Hybrid 1.5A G 7-Seater Honda Sensing,"$174,800","$18,680 /yr",12-Aug-2021,"1,496 cc",168 km,MPV
17121,Honda Vezel Hybrid 1.5A e:HEV X Honda Sensing,"$176,800","$18,630 /yr",15-Sep-2021,"1,496 cc",7 km,SUV
17122,Volkswagen Golf 1.2A TSI,"$50,888","$14,880 /yr",29-Oct-2015,"1,197 cc","86,645 km",Hatchback
17123,Skoda Octavia Mild Hybrid 1.5A TSI e-TEC Style,"$142,999","$14,940 /yr",09-Nov-2021,"1,498 cc","16,000 km",Sedan
17124,Opel Crossland 1.2A X Turbo,"$78,500","$10,010 /yr",13-Jun-2019,"1,199 cc","53,000 km",SUV
17125,Mercedes-Benz C-Class C180 Coupe AMG Line,"$141,888","$22,550 /yr",16-Nov-2017,"1,595 cc","28,408 km",Sports
17126,Mercedes-Benz GLA-Class GLA200 Sport,"$194,888","$20,260 /yr",12-Apr-2021,"1,332 cc","7,061 km",SUV
17127,Nissan NV350 2.5A,"$50,688","$10,000 /yr",29-Sep-2017,"2,488 cc","103,000 km",Van
17128,Mercedes-Benz E-Class E250 Avantgarde,"$171,800","$22,550 /yr",30-Jul-2018,"1,991 cc","82,000 km",Luxury
17129,Porsche 911 Coupe Tip (COE till 04/2029),"$153,888","$23,110 /yr",29-Jan-2001,"3,387 cc",-,Sports
17130,BMW 1 Series 116d,"$98,900","$14,950 /yr",27-Mar-2018,"1,496 cc","82,000 km",Hatchback
17131,Audi A6 2.0A TFSI MU (COE till 05/2031),"$116,888","$13,370 /yr",30-Nov-2011,"1,984 cc",-,Luxury
17132,Porsche 911 C2 Cabriolet Tip (COE till 12/2028),"$150,800","$23,830 /yr",11-Jul-2001,"3,387 cc","98,000 km",Sports
17133,Hino XZU710R,"$110,800","$11,280 /yr",30-Jun-2022,"4,009 cc",-,Truck
17134,Toyota Wish 2.0A (COE till 03/2030),"$77,800","$10,330 /yr",15-Mar-2010,"1,987 cc",-,MPV
17135,BMW M Series M3 Coupe (COE till 08/2030),"$165,888","$20,750 /yr",30-Sep-2011,"3,999 cc",-,Sports
17136,Toyota Alphard 2.5A G Moonroof,"$122,800","$24,960 /yr",31-Aug-2016,"2,493 cc",-,MPV
17137,BMW 5 Series 528i Touring Sunroof (COE till 10/2031),"$128,800","$14,060 /yr",12-Mar-2012,"1,997 cc","92,000 km",Stationwagon
17138,Honda Vezel 1.5A X,"$51,000","$12,470 /yr",12-May-2016,"1,496 cc","81,000 km",SUV
17139,Honda S2000 2.2M (COE till 05/2027),"$156,800","$33,240 /yr",24-May-2007,"2,156 cc",-,Sports
17140,Audi Q2 1.4A TFSI CoD S-tronic,"$105,000","$17,220 /yr",28-Aug-2017,"1,395 cc","121,000 km",Sedan
17141,BMW M Series M6 Gran Coupe,"$179,800","$61,450 /yr",29-Jan-2014,"4,395 cc","75,000 km",Sports
17142,Mercedes-Benz GLA-Class GLA180 Urban Edition,"$132,000","$16,680 /yr",10-Oct-2019,"1,595 cc","80,000 km",SUV
17143,Audi A3 2.0A TFSI Quattro (COE till 05/2028),"$83,000","$14,450 /yr",25-Nov-2008,"1,984 cc",-,Hatchback
17144,Land Rover Range Rover Diesel 3.0A TDV6 Vogue,"$265,000","$35,290 /yr",24-Oct-2017,"2,993 cc",-,SUV
17145,Porsche Cayman GTS 3.4A PDK,"$338,888","$78,810 /yr",22-Dec-2015,"3,436 cc","63,000 km",Sports
17146,Honda Civic Type R 2.0M Turbo,"$173,000","$25,410 /yr",04-Jul-2018,"1,996 cc","73,000 km",Sports
17147,BMW M Series M5 Sunroof (COE till 04/2031),"$175,800","$20,310 /yr",27-Jan-2012,"4,395 cc","106,000 km",Sports
17148,Honda Integra 2.0M (COE till 05/2026),"$103,800","$27,760 /yr",12-Jul-2006,"1,998 cc","20,000 km",Sports
17149,BMW M Series M3 Sedan Competition Package (COE till 03/2030),"$155,555","$20,530 /yr",20-Sep-2010,"3,999 cc",-,Sports
17150,Mercedes-Benz C-Class C180,"$29,000",N.A,03-Dec-2012,"1,595 cc","201,000 km",Luxury
17151,Audi Q5 2.0A TFSI Quattro S-tronic Sport S-Line,"$166,800","$23,610 /yr",26-Jul-2018,"1,984 cc","33,324 km",SUV
17152,Honda Vezel 1.5A G Honda Sensing,"$129,800","$13,200 /yr",22-Feb-2022,"1,496 cc",46 km,SUV
17153,Porsche 911 Targa 4S PDK,"$823,988","$71,050 /yr",23-Feb-2022,"2,981 cc",18 km,Sports
17154,Mitsubishi Evolution 10 GSR SST (COE till 04/2028),"$148,800","$26,310 /yr",30-Apr-2008,"1,998 cc",-,Sports
17155,BMW M Series M440i Gran Coupe Mild Hybrid xDrive,"$389,888","$37,110 /yr",07-Oct-2021,"2,998 cc","4,500 km",Sports
17156,Mercedes-Benz B-Class B200 Chrome,"$32,000","$17,820 /yr",20-Dec-2013,"1,595 cc",-,Hatchback
17157,Toyota Corolla Altis 1.6A (COE till 05/2024),"$23,800","$13,680 /yr",20-Jul-2009,"1,598 cc",-,Sedan
17158,Mercedes-Benz G-Class G55 AMG (COE till 01/2032),"$400,000","$42,490 /yr",01-Feb-2012,"5,439 cc","87,000 km",SUV
17159,Mitsubishi Fuso Super Great FV51J Tipper (COE till 11/2025),"$55,000","$17,290 /yr",09-Nov-2010,"12,882 cc",-,Truck
17160,Toyota Coaster (COE till 02/2031),"$69,800","$8,220 /yr",05-Aug-2011,"4,009 cc","168,000 km",Bus
17161,Toyota Camry Hybrid 2.5A Ascent,"$150,988","$16,210 /yr",14-May-2021,"2,487 cc",-,Luxury
17162,Mercedes-Benz GLA-Class GLA200 Sport,"$192,988","$20,160 /yr",07-May-2021,"1,332 cc",-,SUV
